order_no,mem_no,order_date,channel_code,shop_code,product_code,sales_amt
1426,1000703,2020-05-22,1,10,643,70000
1427,1000704,2020-05-22,1,23,370,14000
1428,1000788,2020-05-22,1,24,527,8000
1429,1000789,2020-05-22,1,14,370,14000
1430,1000050,2020-05-23,1,10,7,21000
1431,1000051,2020-05-23,1,19,177,13000
1432,1000052,2020-05-23,1,13,614,289000
1433,1000144,2020-05-23,1,32,370,14000
1434,1000185,2020-05-23,1,7,136,27000
1435,1000255,2020-05-23,1,7,370,14000
1436,1000296,2020-05-23,1,32,370,14000
1437,1000366,2020-05-23,1,20,533,13000
1438,1000407,2020-05-23,1,28,158,4000
1439,1000477,2020-05-23,1,33,629,155000
1440,1000518,2020-05-23,1,1,62,41000
1441,1000588,2020-05-23,1,1,561,5000
1442,1000629,2020-05-23,1,15,643,70000
1443,1000704,2020-05-23,1,14,144,48000
1444,1000705,2020-05-23,1,3,357,19000
1445,1000789,2020-05-23,1,16,145,2000
1446,1000790,2020-05-23,1,15,629,155000
1447,1000051,2020-05-24,1,11,323,7400
1448,1000052,2020-05-24,1,18,518,5000
1449,1000144,2020-05-24,1,4,170,8000
1450,1000185,2020-05-24,1,19,258,3800
1451,1000255,2020-05-24,1,34,581,17000
1452,1000296,2020-05-24,1,4,346,10000
1453,1000366,2020-05-24,1,31,142,43000
1454,1000407,2020-05-24,1,24,150,3000
1455,1000477,2020-05-24,1,11,264,14800
1456,1000705,2020-05-24,1,16,561,5000
1457,1000790,2020-05-24,1,18,370,14000
1458,1000052,2020-05-25,1,7,333,22200
1459,1000087,2020-05-25,1,22,172,10000
1460,1000087,2020-05-26,1,15,370,14000
1461,1000143,2020-05-26,1,12,349,14000
1462,1000184,2020-05-26,1,7,370,14000
1463,1000254,2020-05-26,4,39,644,98000
1464,1000295,2020-05-26,1,5,565,7000
1465,1000365,2020-05-26,1,23,505,43000
1466,1000406,2020-05-26,1,26,629,155000
1467,1000476,2020-05-26,1,21,170,8000
1468,1000517,2020-05-26,1,21,637,385000
1469,1000587,2020-05-26,1,32,370,14000
1470,1000628,2020-05-26,1,5,370,14000
1471,1000087,2020-05-27,1,13,215,9000
1472,1000143,2020-05-27,1,9,370,14000
1473,1000184,2020-05-27,1,12,455,21000
1474,1000254,2020-05-27,1,13,158,4000
1475,1000295,2020-05-27,1,29,152,3000
1476,1000365,2020-05-27,1,19,533,13000
1477,1000406,2020-05-27,4,40,89,12000
1478,1000476,2020-05-27,1,15,457,31000
1479,1000517,2020-05-27,1,8,487,9000
1480,1000587,2020-05-27,1,4,370,14000
1481,1000628,2020-05-27,1,10,370,14000
1482,1000143,2020-05-28,1,5,117,9000
1483,1000184,2020-05-28,1,2,263,10500
1484,1000254,2020-05-28,1,32,598,58000
1485,1000295,2020-05-28,1,17,598,58000
1486,1000365,2020-05-28,1,33,419,59000
1487,1000406,2020-05-28,1,23,538,18000
1488,1000476,2020-05-28,1,7,95,37000
1489,1000088,2020-05-30,1,3,527,8000
1490,1000142,2020-05-30,1,21,463,64000
1491,1000183,2020-05-30,2,38,518,5000
1492,1000253,2020-05-30,1,31,565,7000
1493,1000294,2020-05-30,1,28,639,462000
1494,1000364,2020-05-30,1,27,349,14000
1495,1000405,2020-05-30,1,4,457,31000
1496,1000475,2020-05-30,1,3,172,10000
1497,1000516,2020-05-30,1,12,136,27000
1498,1000586,2020-05-30,1,23,306,52700
1499,1000627,2020-05-30,1,2,455,21000
1500,1000088,2020-05-31,1,32,370,14000
1501,1000142,2020-05-31,1,28,352,12000
1502,1000183,2020-05-31,1,6,91,18000
1503,1000253,2020-05-31,1,32,158,4000
1504,1000294,2020-05-31,1,31,91,18000
1505,1000364,2020-05-31,1,26,639,462000
1506,1000405,2020-05-31,1,10,144,48000
1507,1000475,2020-05-31,1,32,558,4000
1508,1000516,2020-05-31,1,10,614,289000
1509,1000586,2020-05-31,2,38,623,75000
1510,1000627,2020-05-31,1,14,560,5000
1511,1000088,2020-06-01,1,18,359,23000
1512,1000142,2020-06-01,2,37,554,3000
1513,1000183,2020-06-01,1,3,204,4000
1514,1000253,2020-06-01,1,30,326,10700
1515,1000294,2020-06-01,1,16,395,48000
1516,1000364,2020-06-01,1,32,126,15000
1517,1000405,2020-06-01,1,22,553,51000
1518,1000475,2020-06-01,2,37,305,37600
1519,1000141,2020-06-03,1,25,558,4000
1520,1000182,2020-06-03,1,10,600,1400
1521,1000252,2020-06-03,1,12,370,14000
1522,1000293,2020-06-03,1,29,457,31000
1523,1000363,2020-06-03,1,21,353,14000
1524,1000404,2020-06-03,1,3,349,14000
1525,1000474,2020-06-03,1,28,370,14000
1526,1000515,2020-06-03,1,13,565,7000
1527,1000585,2020-06-03,1,20,629,155000
1528,1000626,2020-06-03,1,6,527,8000
1529,1000089,2020-06-04,1,4,560,5000
1530,1000141,2020-06-04,1,8,170,8000
1531,1000182,2020-06-04,1,27,91,18000
1532,1000252,2020-06-04,1,1,370,14000
1533,1000293,2020-06-04,1,30,614,289000
1534,1000363,2020-06-04,1,17,349,14000
1535,1000404,2020-06-04,1,35,370,14000
1536,1000474,2020-06-04,1,31,523,7000
1537,1000515,2020-06-04,1,9,644,98000
1538,1000585,2020-06-04,1,35,629,155000
1539,1000626,2020-06-04,1,30,643,70000
1540,1000089,2020-06-05,1,31,527,8000
1541,1000141,2020-06-05,1,10,291,32100
1542,1000182,2020-06-05,1,5,319,5200
1543,1000252,2020-06-05,1,29,423,69000
1544,1000293,2020-06-05,1,2,367,41000
1545,1000363,2020-06-05,1,29,547,35000
1546,1000404,2020-06-05,1,17,645,137000
1547,1000474,2020-06-05,1,10,460,44000
1548,1000089,2020-06-06,1,18,497,20000
1549,1000053,2020-06-07,1,17,370,14000
1550,1000140,2020-06-07,1,16,595,43000
1551,1000181,2020-06-07,1,22,614,289000
1552,1000251,2020-06-07,1,32,352,12000
1553,1000292,2020-06-07,1,14,357,19000
1554,1000362,2020-06-07,1,20,306,52700
1555,1000403,2020-06-07,1,25,637,385000
1556,1000473,2020-06-07,1,19,177,13000
1557,1000514,2020-06-07,1,19,561,5000
1558,1000584,2020-06-07,1,19,580,15000
1559,1000625,2020-06-07,1,1,629,155000
1560,1000706,2020-06-07,1,4,561,5000
1561,1000791,2020-06-07,1,6,527,8000
1562,1000053,2020-06-08,1,2,177,13000
1563,1000054,2020-06-08,1,1,361,28000
1564,1000140,2020-06-08,1,31,170,8000
1565,1000181,2020-06-08,1,26,306,52700
1566,1000251,2020-06-08,1,23,643,70000
1567,1000292,2020-06-08,1,31,352,12000
1568,1000362,2020-06-08,1,17,370,14000
1569,1000403,2020-06-08,2,37,144,48000
1570,1000473,2020-06-08,1,30,629,155000
1571,1000514,2020-06-08,1,8,457,31000
1572,1000584,2020-06-08,1,6,518,5000
1573,1000625,2020-06-08,1,8,370,14000
1574,1000706,2020-06-08,1,12,112,5000
1575,1000707,2020-06-08,1,5,370,14000
1576,1000791,2020-06-08,1,21,91,18000
1577,1000792,2020-06-08,1,17,91,18000
1578,1000053,2020-06-09,1,13,364,34000
1579,1000054,2020-06-09,1,1,518,5000
1580,1000055,2020-06-09,1,14,158,4000
1581,1000090,2020-06-09,1,23,505,43000
1582,1000140,2020-06-09,2,38,29,14000
1583,1000181,2020-06-09,1,4,593,39000
1584,1000251,2020-06-09,1,27,298,5000
1585,1000292,2020-06-09,1,3,347,12000
1586,1000362,2020-06-09,1,24,415,41000
1587,1000403,2020-06-09,1,21,29,14000
1588,1000473,2020-06-09,1,6,226,22000
1589,1000707,2020-06-09,1,15,518,5000
1590,1000708,2020-06-09,1,11,457,31000
1591,1000792,2020-06-09,1,22,370,14000
1592,1000793,2020-06-09,1,16,561,5000
1593,1000054,2020-06-10,1,14,112,5000
1594,1000055,2020-06-10,1,3,357,19000
1595,1000090,2020-06-10,1,32,370,14000
1596,1000708,2020-06-10,1,17,614,289000
1597,1000793,2020-06-10,1,12,349,14000
1598,1000055,2020-06-11,1,15,390,33000
1599,1000090,2020-06-11,1,19,338,35400
1600,1000139,2020-06-11,1,7,503,36000
1601,1000180,2020-06-11,1,29,112,5000
1602,1000250,2020-06-11,1,11,170,8000
1603,1000291,2020-06-11,1,27,349,14000
1604,1000361,2020-06-11,4,40,370,14000
1605,1000402,2020-06-11,1,2,392,40000
1606,1000472,2020-06-11,1,4,534,15000
1607,1000513,2020-06-11,1,20,177,13000
1608,1000583,2020-06-11,1,17,370,14000
1609,1000624,2020-06-11,2,37,518,5000
1610,1000139,2020-06-12,1,30,370,14000
1611,1000180,2020-06-12,1,5,306,52700
1612,1000250,2020-06-12,1,35,352,12000
1613,1000291,2020-06-12,1,28,614,289000
1614,1000361,2020-06-12,1,16,370,14000
1615,1000402,2020-06-12,1,35,560,5000
1616,1000472,2020-06-12,1,29,643,70000
1617,1000513,2020-06-12,1,7,170,8000
1618,1000583,2020-06-12,1,33,558,4000
1619,1000624,2020-06-12,1,7,62,41000
1620,1000139,2020-06-13,1,23,492,15000
1621,1000180,2020-06-13,1,35,470,3000
1622,1000250,2020-06-13,1,26,34,20000
1623,1000291,2020-06-13,1,1,114,6000
1624,1000361,2020-06-13,1,30,466,92000
1625,1000402,2020-06-13,1,20,212,7000
1626,1000472,2020-06-13,1,4,113,6000
1627,1000091,2020-06-14,1,11,62,41000
1628,1000091,2020-06-15,1,14,527,8000
1629,1000138,2020-06-15,1,20,463,64000
1630,1000179,2020-06-15,1,34,177,13000
1631,1000249,2020-06-15,1,10,370,14000
1632,1000290,2020-06-15,1,2,518,5000
1633,1000360,2020-06-15,1,17,561,5000
1634,1000401,2020-06-15,1,1,170,8000
1635,1000471,2020-06-15,1,17,144,48000
1636,1000512,2020-06-15,1,18,561,5000
1637,1000582,2020-06-15,1,13,352,12000
1638,1000623,2020-06-15,3,36,518,5000
1639,1000091,2020-06-16,1,21,556,4000
1640,1000138,2020-06-16,1,7,370,14000
1641,1000179,2020-06-16,1,4,534,15000
1642,1000249,2020-06-16,1,10,639,462000
1643,1000290,2020-06-16,2,37,158,4000
1644,1000360,2020-06-16,1,18,637,385000
1645,1000401,2020-06-16,3,36,370,14000
1646,1000471,2020-06-16,1,28,565,7000
1647,1000512,2020-06-16,1,9,614,289000
1648,1000582,2020-06-16,1,34,145,2000
1649,1000623,2020-06-16,1,3,629,155000
1650,1000138,2020-06-17,1,22,182,18000
1651,1000179,2020-06-17,1,33,263,10500
1652,1000249,2020-06-17,1,25,519,6000
1653,1000290,2020-06-17,1,29,466,92000
1654,1000360,2020-06-17,1,24,285,12900
1655,1000401,2020-06-17,1,19,641,50000
1656,1000471,2020-06-17,1,5,152,3000
1657,1000092,2020-06-19,1,1,643,70000
1658,1000137,2020-06-19,1,5,144,48000
1659,1000178,2020-06-19,1,1,561,5000
1660,1000248,2020-06-19,1,17,527,8000
1661,1000289,2020-06-19,2,1,357,19000
1662,1000359,2020-06-19,1,18,370,14000
1663,1000400,2020-06-19,1,3,637,385000
1664,1000470,2020-06-19,2,38,370,14000
1665,1000511,2020-06-19,1,17,614,289000
1666,1000581,2020-06-19,1,24,534,15000
1667,1000622,2020-06-19,4,40,527,8000
1668,1000092,2020-06-20,2,38,361,28000
1669,1000137,2020-06-20,1,19,370,14000
1670,1000178,2020-06-20,1,25,534,15000
1671,1000248,2020-06-20,1,31,614,289000
1672,1000289,2020-06-20,1,29,533,13000
1673,1000359,2020-06-20,1,18,349,14000
1674,1000400,2020-06-20,1,34,560,5000
1675,1000470,2020-06-20,1,12,361,28000
1676,1000511,2020-06-20,1,7,370,14000
1677,1000581,2020-06-20,1,31,558,4000
1678,1000622,2020-06-20,1,5,370,14000
1679,1000092,2020-06-21,1,26,10,16000
1680,1000137,2020-06-21,1,35,213,8000
1681,1000178,2020-06-21,1,10,205,5000
1682,1000248,2020-06-21,1,24,539,20000
1683,1000289,2020-06-21,1,28,307,1000
1684,1000359,2020-06-21,1,20,474,4000
1685,1000400,2020-06-21,1,17,296,46200
1686,1000470,2020-06-21,1,3,392,40000
1687,1000136,2020-06-23,1,16,595,43000
1688,1000177,2020-06-23,2,38,463,64000
1689,1000247,2020-06-23,1,19,505,43000
1690,1000288,2020-06-23,1,3,370,14000
1691,1000358,2020-06-23,1,19,614,289000
1692,1000399,2020-06-23,1,30,595,43000
1693,1000469,2020-06-23,1,14,494,17000
1694,1000510,2020-06-23,1,15,518,5000
1695,1000580,2020-06-23,1,11,457,31000
1696,1000621,2020-06-23,4,39,152,3000
1697,1000093,2020-06-24,1,24,158,4000
1698,1000136,2020-06-24,1,29,561,5000
1699,1000177,2020-06-24,1,2,177,13000
1700,1000247,2020-06-24,1,12,614,289000
1701,1000288,2020-06-24,1,27,533,13000
1702,1000358,2020-06-24,1,9,75,100000
1703,1000399,2020-06-24,1,32,580,15000
1704,1000469,2020-06-24,1,27,370,14000
1705,1000510,2020-06-24,1,5,158,4000
1706,1000580,2020-06-24,1,30,144,48000
1707,1000621,2020-06-24,1,2,357,19000
1708,1000093,2020-06-25,1,4,639,462000
1709,1000136,2020-06-25,1,34,292,38500
1710,1000177,2020-06-25,1,34,491,14000
1711,1000247,2020-06-25,1,23,505,43000
1712,1000288,2020-06-25,1,14,252,2000
1713,1000358,2020-06-25,1,25,78,3000
1714,1000399,2020-06-25,1,18,440,7000
1715,1000469,2020-06-25,1,32,208,5000
1716,1000093,2020-06-26,1,25,621,52000
1717,1000135,2020-06-27,1,18,600,1400
1718,1000176,2020-06-27,1,32,158,4000
1719,1000246,2020-06-27,1,22,370,14000
1720,1000287,2020-06-27,1,4,533,13000
1721,1000357,2020-06-27,1,16,200,3000
1722,1000398,2020-06-27,1,22,152,3000
1723,1000468,2020-06-27,1,16,565,7000
1724,1000509,2020-06-27,1,9,558,4000
1725,1000579,2020-06-27,1,23,611,148000
1726,1000620,2020-06-27,1,32,177,13000
1727,1000135,2020-06-28,1,6,561,5000
1728,1000176,2020-06-28,1,3,614,289000
1729,1000246,2020-06-28,1,2,370,14000
1730,1000287,2020-06-28,1,26,505,43000
1731,1000357,2020-06-28,1,19,637,385000
1732,1000398,2020-06-28,1,33,370,14000
1733,1000468,2020-06-28,1,26,637,385000
1734,1000509,2020-06-28,1,4,527,8000
1735,1000579,2020-06-28,1,27,361,28000
1736,1000620,2020-06-28,2,37,370,14000
1737,1000094,2020-06-29,1,25,629,155000
1738,1000135,2020-06-29,1,3,515,4000
1739,1000176,2020-06-29,1,30,275,4300
1740,1000246,2020-06-29,1,13,487,9000
1741,1000287,2020-06-29,1,26,329,12800
1742,1000357,2020-06-29,1,27,509,2000
1743,1000398,2020-06-29,1,16,511,3000
1744,1000468,2020-06-29,1,2,316,3600
1745,1000094,2020-06-30,1,16,62,41000
1746,1000094,2020-07-01,1,20,9,14000
1747,1000134,2020-07-01,1,1,518,5000
1748,1000175,2020-07-01,2,21,357,19000
1749,1000245,2020-07-01,1,9,561,5000
1750,1000286,2020-07-01,2,38,623,75000
1751,1000356,2020-07-01,1,15,170,8000
1752,1000397,2020-07-01,1,21,144,48000
1753,1000467,2020-07-01,1,15,614,289000
1754,1000508,2020-07-01,1,11,565,7000
1755,1000578,2020-07-01,1,9,353,14000
1756,1000619,2020-07-01,1,34,349,14000
1757,1000134,2020-07-02,1,4,561,5000
1758,1000175,2020-07-02,1,23,177,13000
1759,1000245,2020-07-02,1,21,455,21000
1760,1000286,2020-07-02,1,25,370,14000
1761,1000356,2020-07-02,1,15,561,5000
1762,1000397,2020-07-02,1,7,349,14000
1763,1000467,2020-07-02,1,11,361,28000
1764,1000508,2020-07-02,1,2,457,31000
1765,1000578,2020-07-02,1,26,629,155000
1766,1000619,2020-07-02,1,4,370,14000
1767,1000134,2020-07-03,1,33,180,15000
1768,1000175,2020-07-03,1,30,234,33000
1769,1000245,2020-07-03,1,12,630,186000
1770,1000286,2020-07-03,1,12,567,9000
1771,1000356,2020-07-03,1,26,87,10000
1772,1000397,2020-07-03,1,14,498,22000
1773,1000467,2020-07-03,1,33,455,21000
1774,1000095,2020-07-04,1,27,565,7000
1775,1000095,2020-07-05,1,34,644,98000
1776,1000133,2020-07-05,1,4,170,8000
1777,1000174,2020-07-05,1,15,91,18000
1778,1000244,2020-07-05,1,17,600,1400
1779,1000285,2020-07-05,2,37,170,8000
1780,1000355,2020-07-05,1,14,136,27000
1781,1000396,2020-07-05,1,20,370,14000
1782,1000466,2020-07-05,1,13,352,12000
1783,1000507,2020-07-05,1,13,614,289000
1784,1000577,2020-07-05,1,10,306,52700
1785,1000618,2020-07-05,1,30,639,462000
1786,1000095,2020-07-06,1,14,403,17000
1787,1000096,2020-07-06,1,34,644,98000
1788,1000133,2020-07-06,1,28,170,8000
1789,1000174,2020-07-06,1,24,614,289000
1790,1000244,2020-07-06,1,18,644,98000
1791,1000285,2020-07-06,1,27,370,14000
1792,1000355,2020-07-06,1,16,561,5000
1793,1000396,2020-07-06,1,34,370,14000
1794,1000466,2020-07-06,1,9,145,2000
1795,1000507,2020-07-06,1,34,527,8000
1796,1000577,2020-07-06,1,25,357,19000
1797,1000618,2020-07-06,2,38,144,48000
1798,1000133,2020-07-07,1,24,360,26000
1799,1000174,2020-07-07,1,31,40,27000
1800,1000244,2020-07-07,1,22,109,4000
1801,1000285,2020-07-07,1,10,82,6000
1802,1000355,2020-07-07,1,20,583,20000
1803,1000396,2020-07-07,1,15,139,33000
1804,1000466,2020-07-07,1,31,232,30000
1805,1000096,2020-07-09,1,26,353,14000
1806,1000132,2020-07-09,1,15,523,7000
1807,1000173,2020-07-09,1,20,637,385000
1808,1000243,2020-07-09,1,7,357,19000
1809,1000284,2020-07-09,1,15,561,5000
1810,1000354,2020-07-09,1,13,534,15000
1811,1000395,2020-07-09,1,19,560,5000
1812,1000465,2020-07-09,1,12,505,43000
1813,1000506,2020-07-09,1,10,370,14000
1814,1000576,2020-07-09,1,6,75,100000
1815,1000617,2020-07-09,1,31,580,15000
1816,1000096,2020-07-10,1,17,644,98000
1817,1000132,2020-07-10,1,5,170,8000
1818,1000173,2020-07-10,1,1,89,12000
1819,1000243,2020-07-10,1,17,158,4000
1820,1000284,2020-07-10,1,28,505,43000
1821,1000354,2020-07-10,1,13,158,4000
1822,1000395,2020-07-10,1,33,580,15000
1823,1000465,2020-07-10,1,25,494,17000
1824,1000505,2020-07-10,1,6,614,289000
1825,1000506,2020-07-10,1,6,614,289000
1826,1000576,2020-07-10,1,20,112,5000
1827,1000617,2020-07-10,1,35,172,10000
1828,1000096,2020-07-11,1,22,250,1400
1829,1000132,2020-07-11,1,25,617,30000
1830,1000173,2020-07-11,2,1,592,36000
1831,1000243,2020-07-11,1,21,439,6000
1832,1000284,2020-07-11,1,11,180,15000
1833,1000354,2020-07-11,1,18,110,4000
1834,1000395,2020-07-11,1,15,357,19000
1835,1000465,2020-07-11,1,30,203,4000
1836,1000506,2020-07-11,1,18,29,14000
1837,1000131,2020-07-13,1,16,560,5000
1838,1000172,2020-07-13,1,8,357,19000
1839,1000242,2020-07-13,1,7,62,41000
1840,1000283,2020-07-13,1,23,561,5000
1841,1000353,2020-07-13,1,12,357,19000
1842,1000394,2020-07-13,1,17,580,15000
1843,1000464,2020-07-13,1,11,370,14000
1844,1000505,2020-07-13,1,9,158,4000
1845,1000575,2020-07-13,1,3,518,5000
1846,1000616,2020-07-13,2,37,95,37000
1847,1000097,2020-07-14,1,28,91,18000
1848,1000131,2020-07-14,1,27,561,5000
1849,1000172,2020-07-14,1,22,152,3000
1850,1000242,2020-07-14,1,30,639,462000
1851,1000283,2020-07-14,1,25,603,2700
1852,1000353,2020-07-14,1,2,62,41000
1853,1000394,2020-07-14,1,31,145,2000
1854,1000464,2020-07-14,1,24,561,5000
1855,1000505,2020-07-14,1,3,595,43000
1856,1000575,2020-07-14,1,22,614,289000
1857,1000616,2020-07-14,1,11,603,2700
1858,1000097,2020-07-15,1,28,643,70000
1859,1000131,2020-07-15,1,27,501,30000
1860,1000172,2020-07-15,1,27,492,15000
1861,1000242,2020-07-15,1,18,562,6000
1862,1000283,2020-07-15,1,25,397,10000
1863,1000353,2020-07-15,1,19,606,5400
1864,1000394,2020-07-15,1,16,127,17000
1865,1000464,2020-07-15,1,28,218,11000
1866,1000505,2020-07-15,1,16,626,107000
1867,1000506,2020-07-15,1,16,626,107000
1868,1000097,2020-07-16,1,23,52,10000
1869,1000130,2020-07-17,1,33,62,41000
1870,1000171,2020-07-17,1,7,561,5000
1871,1000241,2020-07-17,1,7,561,5000
1872,1000282,2020-07-17,1,35,637,385000
1873,1000352,2020-07-17,3,36,370,14000
1874,1000393,2020-07-17,1,18,370,14000
1875,1000463,2020-07-17,1,10,158,4000
1876,1000504,2020-07-17,1,8,392,40000
1877,1000574,2020-07-17,1,2,614,289000
1878,1000615,2020-07-17,1,27,561,5000
1879,1000130,2020-07-18,1,10,514,4000
1880,1000171,2020-07-18,1,27,370,14000
1881,1000241,2020-07-18,1,11,639,462000
1882,1000282,2020-07-18,1,23,603,2700
1883,1000352,2020-07-18,1,14,494,17000
1884,1000393,2020-07-18,1,32,152,3000
1885,1000463,2020-07-18,1,23,177,13000
1886,1000504,2020-07-18,1,28,158,4000
1887,1000574,2020-07-18,1,21,494,17000
1888,1000615,2020-07-18,1,30,580,15000
1889,1000095,2020-07-19,1,30,370,14000
1890,1000098,2020-07-19,1,30,370,14000
1891,1000130,2020-07-19,1,28,201,4000
1892,1000171,2020-07-19,1,29,405,24000
1893,1000241,2020-07-19,1,16,539,20000
1894,1000282,2020-07-19,1,9,490,13000
1895,1000352,2020-07-19,1,22,366,37000
1896,1000393,2020-07-19,1,14,351,21000
1897,1000463,2020-07-19,1,29,267,28900
1898,1000504,2020-07-19,1,19,222,15000
1899,1000098,2020-07-20,1,33,62,41000
1900,1000098,2020-07-21,1,28,59,29000
1901,1000129,2020-07-21,1,32,370,14000
1902,1000170,2020-07-21,1,27,112,5000
1903,1000240,2020-07-21,1,6,151,3000
1904,1000281,2020-07-21,1,34,494,17000
1905,1000351,2020-07-21,1,11,370,14000
1906,1000392,2020-07-21,1,16,89,12000
1907,1000462,2020-07-21,1,9,614,289000
1908,1000503,2020-07-21,1,7,370,14000
1909,1000573,2020-07-21,1,31,580,15000
1910,1000614,2020-07-21,1,26,353,14000
1911,1000129,2020-07-22,1,11,62,41000
1912,1000170,2020-07-22,1,13,357,19000
1913,1000240,2020-07-22,1,29,639,462000
1914,1000281,2020-07-22,1,26,200,3000
1915,1000351,2020-07-22,1,15,505,43000
1916,1000392,2020-07-22,1,30,523,7000
1917,1000462,2020-07-22,1,6,177,13000
1918,1000503,2020-07-22,1,10,144,48000
1919,1000573,2020-07-22,1,19,623,75000
1920,1000614,2020-07-22,1,31,629,155000
1921,1000129,2020-07-23,1,29,8,12000
1922,1000170,2020-07-23,1,29,17,26000
1923,1000240,2020-07-23,1,24,93,26000
1924,1000281,2020-07-23,1,8,641,50000
1925,1000351,2020-07-23,1,21,298,5000
1926,1000392,2020-07-23,1,23,215,9000
1927,1000462,2020-07-23,1,27,3,14000
1928,1000503,2020-07-23,1,17,222,15000
1929,1000099,2020-07-24,1,29,170,8000
1930,1000210,2020-07-24,1,23,523,7000
1931,1000321,2020-07-24,1,18,370,14000
1932,1000432,2020-07-24,1,21,455,21000
1933,1000543,2020-07-24,1,4,561,5000
1934,1000099,2020-07-25,1,12,514,4000
1935,1000128,2020-07-25,1,14,518,5000
1936,1000169,2020-07-25,1,5,370,14000
1937,1000210,2020-07-25,1,34,349,14000
1938,1000239,2020-07-25,1,5,158,4000
1939,1000280,2020-07-25,1,32,306,52700
1940,1000321,2020-07-25,1,2,614,289000
1941,1000350,2020-07-25,1,10,614,289000
1942,1000391,2020-07-25,1,15,523,7000
1943,1000432,2020-07-25,1,7,494,17000
1944,1000461,2020-07-25,1,7,580,15000
1945,1000502,2020-07-25,1,8,614,289000
1946,1000543,2020-07-25,1,18,565,7000
1947,1000572,2020-07-25,2,38,523,7000
1948,1000613,2020-07-25,1,25,158,4000
1949,1000099,2020-07-26,1,30,551,46000
1950,1000128,2020-07-26,1,9,170,8000
1951,1000169,2020-07-26,1,24,455,21000
1952,1000210,2020-07-26,1,32,53,12000
1953,1000239,2020-07-26,1,10,639,462000
1954,1000280,2020-07-26,1,24,200,3000
1955,1000321,2020-07-26,1,31,102,110000
1956,1000350,2020-07-26,1,14,158,4000
1957,1000391,2020-07-26,1,31,523,7000
1958,1000432,2020-07-26,1,2,311,2100
1959,1000461,2020-07-26,1,5,565,7000
1960,1000502,2020-07-26,1,4,527,8000
1961,1000572,2020-07-26,1,17,518,5000
1962,1000613,2020-07-26,1,22,158,4000
1963,1000128,2020-07-27,1,24,488,10000
1964,1000169,2020-07-27,1,4,495,18000
1965,1000239,2020-07-27,1,15,492,15000
1966,1000280,2020-07-27,1,22,371,15000
1967,1000350,2020-07-27,1,23,13,21000
1968,1000391,2020-07-27,1,13,215,9000
1969,1000461,2020-07-27,1,1,486,9000
1970,1000502,2020-07-27,1,16,472,4000
1971,1000100,2020-07-29,1,31,352,12000
1972,1000127,2020-07-29,1,4,370,14000
1973,1000211,2020-07-29,2,37,370,14000
1974,1000238,2020-07-29,1,4,561,5000
1975,1000322,2020-07-29,2,20,455,21000
1976,1000349,2020-07-29,1,9,644,98000
1977,1000433,2020-07-29,1,22,558,4000
1978,1000460,2020-07-29,1,8,144,48000
1979,1000544,2020-07-29,1,5,623,75000
1980,1000571,2020-07-29,4,40,370,14000
1981,1000100,2020-07-30,1,2,177,13000
1982,1000127,2020-07-30,1,3,151,3000
1983,1000211,2020-07-30,1,3,158,4000
1984,1000238,2020-07-30,1,28,514,4000
1985,1000322,2020-07-30,1,3,644,98000
1986,1000349,2020-07-30,1,5,158,4000
1987,1000433,2020-07-30,1,8,361,28000
1988,1000460,2020-07-30,1,2,457,31000
1989,1000544,2020-07-30,1,17,136,27000
1990,1000571,2020-07-30,1,16,145,2000
1991,1000100,2020-07-31,1,20,223,17000
1992,1000101,2020-07-31,1,20,223,17000
1993,1000127,2020-07-31,1,21,338,35400
1994,1000211,2020-07-31,1,33,301,9800
1995,1000238,2020-07-31,1,20,609,105000
1996,1000322,2020-07-31,1,29,461,53000
1997,1000349,2020-07-31,1,16,467,110000
1998,1000433,2020-07-31,1,5,596,48000
1999,1000460,2020-07-31,1,25,337,32200
2000,1000126,2020-08-02,1,32,370,14000
2001,1000237,2020-08-02,1,3,455,21000
2002,1000348,2020-08-02,1,8,455,21000
2003,1000459,2020-08-02,1,10,611,148000
2004,1000570,2020-08-02,4,39,349,14000
2005,1000100,2020-08-03,1,32,89,12000
2006,1000101,2020-08-03,1,32,89,12000
2007,1000126,2020-08-03,1,26,151,3000
2008,1000212,2020-08-03,2,38,561,5000
2009,1000237,2020-08-03,1,17,518,5000
2010,1000323,2020-08-03,2,19,561,5000
2011,1000348,2020-08-03,1,12,306,52700
2012,1000434,2020-08-03,1,23,455,21000
2013,1000459,2020-08-03,1,3,177,13000
2014,1000545,2020-08-03,1,8,144,48000
2015,1000570,2020-08-03,1,12,172,10000
2016,1000101,2020-08-04,1,35,75,100000
2017,1000126,2020-08-04,1,11,515,4000
2018,1000212,2020-08-04,1,19,158,4000
2019,1000237,2020-08-04,1,12,101,92000
2020,1000323,2020-08-04,1,1,614,289000
2021,1000348,2020-08-04,1,12,99,64000
2022,1000434,2020-08-04,1,1,91,18000
2023,1000459,2020-08-04,1,23,77,2000
2024,1000545,2020-08-04,1,19,565,7000
2025,1000101,2020-08-05,1,24,639,462000
2026,1000212,2020-08-05,1,34,193,46000
2027,1000323,2020-08-05,1,30,622,62000
2028,1000434,2020-08-05,1,3,152,3000
2029,1000125,2020-08-06,1,13,370,14000
2030,1000236,2020-08-06,1,9,370,14000
2031,1000347,2020-08-06,1,6,392,40000
2032,1000458,2020-08-06,1,35,580,15000
