order_no,mem_no,order_date,store_cd
2004411,1000730,2021-05-01,2007
2004412,1000795,2021-05-01,2011
2004415,1001977,2021-05-01,2011
2004416,1002268,2021-05-01,2011
2004417,1002468,2021-05-01,2010
2004418,1002487,2021-05-01,2010
2004419,1000194,2021-05-02,2015
2004420,1000636,2021-05-02,2008
2004421,1000694,2021-05-02,2015
2004423,1002267,2021-05-02,2011
2004424,1002408,2021-05-02,2011
2004425,1000377,2021-05-03,2015
2004427,1001939,2021-05-03,2008
2004428,1001975,2021-05-03,2003
2004429,1002091,2021-05-03,2009
2004430,1002202,2021-05-03,2009
2004431,1000041,2021-05-04,2011
2004432,1000265,2021-05-04,2010
2004433,1000484,2021-05-04,2008
2004434,1000600,2021-05-04,2015
2004435,1000696,2021-05-04,2015
2004436,1000815,2021-05-04,2015
2004437,1000819,2021-05-04,2015
2004440,1002309,2021-05-04,2011
2004441,1002403,2021-05-04,2011
2004442,1000045,2021-05-05,2011
2004443,1000078,2021-05-05,2010
2004444,1000155,2021-05-05,2015
2004445,1000261,2021-05-05,2010
2004446,1000489,2021-05-05,2008
2004448,1002446,2021-05-05,2011
2004449,1002706,2021-05-05,2010
2004450,1000038,2021-05-06,2011
2004451,1000042,2021-05-06,2015
2004452,1000077,2021-05-06,2010
2004453,1000152,2021-05-06,2015
2004454,1000635,2021-05-06,2008
2004455,1000699,2021-05-06,2015
2004458,1002090,2021-05-06,2015
2004459,1002155,2021-05-06,2002
2004460,1002156,2021-05-06,2011
2004461,1002157,2021-05-06,2012
2004462,1002201,2021-05-06,2015
2004463,1002490,2021-05-06,2010
2004464,1000189,2021-05-07,2015
2004465,1000487,2021-05-07,2013
2004466,1000817,2021-05-07,2015
2004468,1001974,2021-05-07,2003
2004469,1002045,2021-05-07,2007
2004470,1002368,2021-05-07,2011
2004471,1002448,2021-05-07,2011
2004472,1002708,2021-05-07,2010
2004473,1000044,2021-05-08,2015
2004474,1000264,2021-05-08,2010
2004475,1000302,2021-05-08,2009
2004476,1000414,2021-05-08,2009
2004477,1000736,2021-05-08,2015
2004478,1000776,2021-05-08,2006
2004479,1000780,2021-05-08,2011
2004481,1002154,2021-05-08,2002
2004482,1002308,2021-05-08,2011
2004483,1000057,2021-05-09,2011
2004484,1000260,2021-05-09,2010
2004485,1000307,2021-05-09,2009
2004486,1000416,2021-05-09,2009
2004487,1000522,2021-05-09,2015
2004488,1000816,2021-05-09,2015
2004489,1000820,2021-05-09,2015
2004491,1001935,2021-05-09,2007
2004492,1002266,2021-05-09,2011
2004493,1002710,2021-05-09,2010
2004494,1000039,2021-05-10,2011
2004495,1000192,2021-05-10,2015
2004496,1000594,2021-05-10,2015
2004497,1000695,2021-05-10,2015
2004498,1000784,2021-05-10,2014
2004499,1002265,2021-05-10,2011
2004500,1002369,2021-05-10,2011
2004501,1002371,2021-05-10,2011
2004502,1002493,2021-05-10,2010
2004503,1000080,2021-05-11,2010
2004504,1000305,2021-05-11,2014
2004505,1000375,2021-05-11,2015
2004506,1000485,2021-05-11,2008
2004508,1001937,2021-05-11,2011
2004509,1001978,2021-05-11,2003
2004510,1002044,2021-05-11,2007
2004511,1002159,2021-05-11,2009
2004512,1000263,2021-05-12,2010
2004513,1000376,2021-05-12,2015
2004514,1000639,2021-05-12,2015
2004515,1000697,2021-05-12,2015
2004516,1000782,2021-05-12,2007
2004518,1002307,2021-05-12,2011
2004519,1002454,2021-05-12,2011
2004520,1000150,2021-05-13,2015
2004521,1000591,2021-05-13,2015
2004522,1000637,2021-05-13,2008
2004523,1000693,2021-05-13,2015
2004526,1001934,2021-05-13,2007
2004527,1002372,2021-05-13,2011
2004528,1002456,2021-05-13,2011
2004529,1000258,2021-05-14,2015
2004530,1000521,2021-05-14,2015
2004531,1000523,2021-05-14,2015
2004532,1000733,2021-05-14,2007
2004533,1000821,2021-05-14,2015
2004536,1001972,2021-05-14,2011
2004537,1001976,2021-05-14,2003
2004538,1002046,2021-05-14,2007
2004539,1002158,2021-05-14,2015
2004540,1002407,2021-05-14,2011
2004541,1002452,2021-05-14,2011
2004542,1000187,2021-05-15,2015
2004543,1000303,2021-05-15,2009
2004544,1000374,2021-05-15,2015
2004545,1000520,2021-05-15,2015
2004546,1002453,2021-05-15,2011
2004547,1000083,2021-05-16,2013
2004550,1002306,2021-05-16,2011
2004551,1000149,2021-05-17,2015
2004552,1000151,2021-05-17,2015
2004553,1000371,2021-05-17,2015
2004554,1000481,2021-05-17,2011
2004555,1000596,2021-05-17,2015
2004556,1000597,2021-05-17,2015
2004557,1000734,2021-05-17,2007
2004558,1002264,2021-05-17,2011
2004559,1002367,2021-05-17,2011
2004560,1002411,2021-05-17,2011
2004561,1000190,2021-05-18,2015
2004562,1000779,2021-05-18,2006
2004565,1001971,2021-05-18,2013
2004566,1002263,2021-05-18,2011
2004567,1000525,2021-05-19,2015
2004568,1000738,2021-05-19,2015
2004569,1000794,2021-05-19,2011
2004570,1000822,2021-05-19,2015
2004572,1002040,2021-05-19,2003
2004573,1002047,2021-05-19,2010
2004574,1002406,2021-05-19,2011
2004575,1000081,2021-05-20,2015
2004576,1000373,2021-05-20,2015
2004577,1001936,2021-05-20,2007
2004578,1002305,2021-05-20,2011
2004579,1002370,2021-05-20,2011
2004580,1002467,2021-05-20,2010
2004581,1002492,2021-05-20,2010
2004582,1000046,2021-05-21,2011
2004583,1000048,2021-05-21,2011
2004584,1000148,2021-05-21,2015
2004585,1000299,2021-05-21,2012
2004586,1000410,2021-05-21,2009
2004587,1000411,2021-05-21,2009
2004588,1000781,2021-05-21,2011
2004590,1002491,2021-05-21,2010
2004591,1000413,2021-05-22,2009
2004592,1000483,2021-05-22,2008
2004593,1000701,2021-05-22,2015
2004594,1000735,2021-05-22,2007
2004598,1002376,2021-05-22,2011
2004599,1000043,2021-05-23,2001
2004600,1000185,2021-05-23,2015
2004601,1000479,2021-05-23,2013
2004603,1000595,2021-05-24,2015
2004604,1000632,2021-05-24,2008
2004605,1000823,2021-05-24,2015
2004608,1002039,2021-05-24,2003
2004609,1002262,2021-05-24,2011
2004610,1002304,2021-05-24,2011
2004611,1002455,2021-05-24,2011
2004612,1002495,2021-05-24,2007
2004613,1000147,2021-05-25,2015
2004614,1000634,2021-05-25,2008
2004616,1002041,2021-05-25,2009
2004617,1002261,2021-05-25,2011
2004618,1000188,2021-05-26,2015
2004619,1000301,2021-05-26,2009
2004620,1000366,2021-05-26,2015
2004621,1000705,2021-05-26,2015
2004622,1000709,2021-05-26,2015
2004624,1002083,2021-05-26,2007
2004625,1002085,2021-05-26,2001
2004626,1002194,2021-05-26,2007
2004627,1002196,2021-05-26,2001
2004628,1000049,2021-05-27,2015
2004629,1000297,2021-05-27,2014
2004630,1000369,2021-05-27,2015
2004631,1000406,2021-05-27,2015
2004632,1001973,2021-05-27,2003
2004633,1002084,2021-05-27,2006
2004634,1002195,2021-05-27,2006
2004635,1002374,2021-05-27,2011
2004636,1000372,2021-05-28,2015
2004637,1000412,2021-05-28,2009
2004638,1000524,2021-05-28,2015
2004639,1000785,2021-05-28,2006
2004642,1002303,2021-05-28,2011
2004643,1000082,2021-05-29,2009
2004644,1000146,2021-05-29,2015
2004645,1000517,2021-05-29,2015
2004646,1000593,2021-05-29,2015
2004647,1000783,2021-05-29,2006
2004648,1000787,2021-05-29,2011
2004649,1001930,2021-05-29,2002
2004650,1002080,2021-05-29,2015
2004651,1002410,2021-05-29,2011
2004652,1002496,2021-05-29,2007
2004653,1000086,2021-05-30,2010
2004654,1000255,2021-05-30,2010
2004656,1002190,2021-05-30,2015
2004657,1002375,2021-05-30,2011
2004658,1000183,2021-05-31,2015
2004659,1000259,2021-05-31,2015
2004660,1000405,2021-05-31,2015
2004661,1001932,2021-05-31,2011
2004662,1001968,2021-05-31,2013
2004663,1002043,2021-05-31,2007
2004664,1002081,2021-05-31,2011
2004665,1000370,2021-06-01,2015
2004666,1000477,2021-06-01,2008
2004667,1000698,2021-06-01,2015
2004669,1001933,2021-06-01,2007
2004670,1002260,2021-06-01,2011
2004671,1002302,2021-06-01,2011
2004672,1002377,2021-06-01,2011
2004673,1002382,2021-06-01,2011
2004674,1002457,2021-06-01,2010
2004675,1000145,2021-06-02,2015
2004676,1000407,2021-06-02,2009
2004677,1000482,2021-06-02,2008
2004678,1000586,2021-06-02,2015
2004679,1000592,2021-06-02,2015
2004680,1000789,2021-06-02,2007
2004681,1001929,2021-06-02,2002
2004682,1002042,2021-06-02,2007
2004683,1002259,2021-06-02,2011
2004684,1000186,2021-06-03,2015
2004685,1000254,2021-06-03,2010
2004686,1000516,2021-06-03,2015
2004687,1000518,2021-06-03,2015
2004689,1002078,2021-06-03,2011
2004690,1002151,2021-06-03,2007
2004691,1002153,2021-06-03,2001
2004692,1002191,2021-06-03,2002
2004693,1002409,2021-06-03,2011
2004694,1000480,2021-06-04,2013
2004695,1000633,2021-06-04,2015
2004696,1002152,2021-06-04,2006
2004697,1002494,2021-06-04,2007
2004698,1000047,2021-06-05,2011
2004699,1000295,2021-06-05,2009
2004700,1002301,2021-06-05,2011
2004701,1000051,2021-06-06,2001
2004702,1000144,2021-06-06,2015
2004703,1000300,2021-06-06,2009
2004704,1000629,2021-06-06,2008
2004705,1000737,2021-06-06,2007
2004708,1002079,2021-06-06,2011
2004709,1002188,2021-06-06,2002
2004710,1002373,2021-06-06,2011
2004711,1000052,2021-06-07,2001
2004712,1000252,2021-06-07,2015
2004713,1000257,2021-06-07,2015
2004714,1000363,2021-06-07,2015
2004715,1000585,2021-06-07,2015
2004716,1000587,2021-06-07,2015
2004718,1001970,2021-06-07,2013
2004719,1002147,2021-06-07,2015
2004720,1002378,2021-06-07,2011
2004721,1000056,2021-06-08,2011
2004722,1000298,2021-06-08,2014
2004723,1000478,2021-06-08,2008
2004724,1000584,2021-06-08,2015
2004725,1000786,2021-06-08,2006
2004728,1001925,2021-06-08,2003
2004729,1000085,2021-06-09,2010
2004730,1000409,2021-06-09,2009
2004731,1001931,2021-06-09,2002
2004732,1002082,2021-06-09,2001
2004733,1002193,2021-06-09,2001
2004734,1002300,2021-06-09,2011
2004735,1000084,2021-06-10,2010
2004736,1000143,2021-06-10,2015
2004737,1000256,2021-06-10,2010
2004738,1000475,2021-06-10,2012
2004741,1002258,2021-06-10,2011
2004742,1000181,2021-06-11,2015
2004743,1000184,2021-06-11,2015
2004744,1000788,2021-06-11,2011
2004748,1001965,2021-06-11,2002
2004749,1001969,2021-06-11,2013
2004750,1002148,2021-06-11,2002
2004751,1002192,2021-06-11,2006
2004752,1002257,2021-06-11,2011
2004753,1000296,2021-06-12,2009
2004754,1000367,2021-06-12,2015
2004755,1000519,2021-06-12,2015
2004756,1001924,2021-06-12,2003
2004757,1000368,2021-06-13,2015
2004758,1000408,2021-06-13,2009
2004759,1000631,2021-06-13,2008
2004762,1002299,2021-06-13,2011
2004763,1000142,2021-06-14,2015
2004764,1000589,2021-06-14,2015
2004765,1000590,2021-06-14,2015
2004766,1000791,2021-06-14,2014
2004768,1002145,2021-06-14,2002
2004769,1000054,2021-06-15,2015
2004770,1000087,2021-06-15,2010
2004773,1001964,2021-06-15,2002
2004774,1002037,2021-06-15,2005
2004775,1000473,2021-06-16,2014
2004776,1000628,2021-06-16,2015
2004777,1000706,2021-06-16,2015
2004778,1002458,2021-06-16,2010
2004779,1000630,2021-06-17,2008
2004780,1000700,2021-06-17,2015
2004782,1002038,2021-06-17,2002
2004783,1002077,2021-06-17,2007
2004784,1002150,2021-06-17,2001
2004785,1002459,2021-06-17,2010
2004786,1000141,2021-06-18,2015
2004787,1000179,2021-06-18,2015
2004788,1000292,2021-06-18,2012
2004789,1000626,2021-06-18,2008
2004790,1000792,2021-06-18,2006
2004791,1002256,2021-06-18,2011
2004792,1002460,2021-06-18,2010
2004793,1000182,2021-06-19,2015
2004794,1000360,2021-06-19,2015
2004795,1000702,2021-06-19,2015
2004796,1000790,2021-06-19,2006
2004799,1001926,2021-06-19,2003
2004800,1002149,2021-06-19,2006
2004801,1002255,2021-06-19,2011
2004802,1002461,2021-06-19,2010
2004803,1000090,2021-06-20,2013
2004804,1000178,2021-06-20,2015
2004805,1000251,2021-06-20,2010
2004806,1000703,2021-06-20,2015
2004807,1002298,2021-06-20,2011
2004808,1002462,2021-06-20,2010
2004809,1000050,2021-06-21,2001
2004810,1000588,2021-06-21,2015
2004811,1000704,2021-06-21,2015
2004814,1001922,2021-06-21,2011
2004815,1001927,2021-06-21,2011
2004816,1001928,2021-06-21,2002
2004817,1002463,2021-06-21,2010
2004818,1000140,2021-06-22,2015
2004819,1000253,2021-06-22,2010
2004820,1000513,2021-06-22,2011
2004821,1000581,2021-06-22,2015
2004822,1000622,2021-06-22,2008
2004823,1000625,2021-06-22,2008
2004826,1001962,2021-06-22,2011
2004827,1001966,2021-06-22,2002
2004828,1002032,2021-06-22,2003
2004829,1002189,2021-06-22,2006
2004830,1000055,2021-06-23,2011
2004831,1000294,2021-06-23,2009
2004832,1002035,2021-06-23,2008
2004833,1000088,2021-06-24,2015
2004834,1000177,2021-06-24,2015
2004835,1000290,2021-06-24,2014
2004836,1000364,2021-06-24,2015
2004837,1000707,2021-06-24,2015
2004839,1002031,2021-06-24,2013
2004840,1002076,2021-06-24,2010
2004841,1002183,2021-06-24,2012
2004842,1000365,2021-06-25,2015
2004843,1001967,2021-06-25,2011
2004844,1002186,2021-06-25,2013
2004845,1000139,2021-06-26,2015
2004846,1000476,2021-06-26,2009
2004847,1002036,2021-06-26,2007
2004848,1002254,2021-06-26,2011
2004849,1002297,2021-06-26,2011
2004850,1000138,2021-06-27,2015
2004851,1000515,2021-06-27,2008
2004852,1000580,2021-06-27,2015
2004853,1000582,2021-06-27,2015
2004854,1002185,2021-06-27,2003
2004855,1002253,2021-06-27,2011
2004856,1000176,2021-06-28,2015
2004857,1000474,2021-06-28,2014
2004858,1000511,2021-06-28,2013
2004859,1000579,2021-06-28,2015
2004860,1000470,2021-06-29,2009
2004861,1000627,2021-06-29,2008
2004862,1000793,2021-06-29,2006
2004864,1002184,2021-06-29,2008
2004865,1002379,2021-06-29,2011
2004866,1000180,2021-06-30,2015
2004867,1000404,2021-06-30,2015
2004868,1000469,2021-06-30,2009
2004869,1000708,2021-06-30,2015
2004871,1002071,2021-06-30,2010
2004872,1002146,2021-06-30,2006
2004873,1002296,2021-06-30,2011
2004874,1002380,2021-06-30,2011
2004875,1000137,2021-07-01,2015
2004876,1000357,2021-07-01,2015
2004878,1001923,2021-07-01,2003
2004879,1002381,2021-07-01,2011
2004880,1000175,2021-07-02,2015
2004882,1002140,2021-07-02,2012
2004883,1000089,2021-07-03,2009
2004884,1000248,2021-07-03,2010
2004885,1000288,2021-07-03,2009
2004887,1002075,2021-07-03,2013
2004888,1002143,2021-07-03,2013
2004889,1000093,2021-07-04,2010
2004890,1000293,2021-07-04,2009
2004891,1000403,2021-07-04,2015
2004892,1001921,2021-07-04,2003
2004893,1001963,2021-07-04,2002
2004894,1002252,2021-07-04,2011
2004895,1002295,2021-07-04,2011
2004896,1002466,2021-07-04,2010
2004897,1000136,2021-07-05,2015
2004898,1000472,2021-07-05,2009
2004899,1000619,2021-07-05,2008
2004901,1002142,2021-07-05,2003
2004902,1002251,2021-07-05,2011
2004903,1000174,2021-07-06,2015
2004904,1000291,2021-07-06,2014
2004905,1000361,2021-07-06,2015
2004906,1000471,2021-07-06,2009
2004907,1000583,2021-07-06,2015
2004908,1002072,2021-07-06,2011
2004909,1002074,2021-07-06,2001
2004910,1002187,2021-07-06,2007
2004911,1002464,2021-07-06,2010
2004912,1000053,2021-07-07,2001
2004913,1000362,2021-07-07,2015
2004914,1000509,2021-07-07,2008
2004915,1002034,2021-07-07,2002
2004916,1002141,2021-07-07,2008
2004917,1000400,2021-07-08,2015
2004918,1000402,2021-07-08,2015
2004919,1000514,2021-07-08,2008
2004920,1001961,2021-07-08,2001
2004921,1002293,2021-07-08,2011
2004924,1002033,2021-07-09,2002
2004925,1002465,2021-07-09,2010
2004926,1000173,2021-07-10,2015
2004927,1000250,2021-07-10,2010
2004928,1000289,2021-07-10,2009
2004929,1000512,2021-07-10,2013
2004931,1000401,2021-07-11,2015
2004935,1002250,2021-07-11,2011
2004936,1002291,2021-07-11,2011
2004937,1000621,2021-07-12,2008
2004938,1000624,2021-07-12,2008
2004941,1001957,2021-07-12,2011
2004942,1002027,2021-07-12,2009
2004943,1002249,2021-07-12,2011
2004944,1002294,2021-07-12,2011
2004945,1000354,2021-07-13,2015
2004946,1000623,2021-07-13,2015
2004948,1000092,2021-07-14,2010
2004949,1000172,2021-07-14,2015
2004950,1000249,2021-07-14,2010
2004951,1000510,2021-07-14,2008
2004953,1002144,2021-07-14,2007
2004954,1000091,2021-07-15,2010
2004955,1000399,2021-07-15,2015
2004956,1002073,2021-07-15,2011
2004957,1002290,2021-07-15,2011
2004958,1000133,2021-07-16,2013
2004959,1000245,2021-07-16,2010
2004960,1000285,2021-07-16,2012
2004961,1000575,2021-07-16,2015
2004962,1000620,2021-07-16,2008
2004964,1001918,2021-07-16,2003
2004965,1002069,2021-07-16,2011
2004966,1000247,2021-07-17,2015
2004967,1001916,2021-07-17,2013
2004968,1002178,2021-07-17,2002
2004969,1002179,2021-07-17,2011
2004970,1002180,2021-07-17,2012
2004971,1000171,2021-07-18,2015
2004972,1000358,2021-07-18,2015
2004973,1002292,2021-07-18,2011
2004974,1000359,2021-07-19,2015
2004975,1000468,2021-07-19,2009
2004978,1002177,2021-07-19,2002
2004979,1002289,2021-07-19,2011
2004980,1000094,2021-07-20,2010
2004981,1000241,2021-07-20,2010
2004982,1000244,2021-07-20,2010
2004983,1000506,2021-07-20,2011
2004984,1001958,2021-07-20,2001
2004985,1000287,2021-07-21,2009
2004986,1000352,2021-07-21,2015
2004987,1000574,2021-07-21,2015
2004988,1000576,2021-07-21,2015
2004989,1000135,2021-07-22,2010
2004990,1000283,2021-07-22,2014
2004991,1000573,2021-07-22,2015
2004993,1002030,2021-07-22,2001
2004994,1002068,2021-07-22,2011
2004995,1002182,2021-07-22,2009
2004996,1000398,2021-07-23,2015
2004997,1000467,2021-07-23,2009
2005000,1001920,2021-07-23,2003
2005001,1002288,2021-07-23,2011
2005002,1000170,2021-07-24,2015
2005005,1001956,2021-07-24,2010
2005006,1002067,2021-07-24,2011
2005007,1002247,2021-07-24,2011
2005008,1000097,2021-07-25,2013
2005009,1000508,2021-07-25,2008
2005010,1000618,2021-07-25,2015
2005012,1002024,2021-07-25,2001
2005013,1002065,2021-07-25,2011
2005014,1002135,2021-07-25,2002
2005015,1002136,2021-07-25,2011
2005016,1002137,2021-07-25,2012
2005017,1002181,2021-07-25,2015
2005018,1000504,2021-07-26,2013
2005019,1000578,2021-07-26,2015
2005021,1000246,2021-07-27,2010
2005022,1000466,2021-07-27,2009
2005023,1000543,2021-07-27,2015
2005024,1001919,2021-07-27,2003
2005025,1001960,2021-07-27,2001
2005026,1002134,2021-07-27,2002
2005027,1002287,2021-07-27,2011
2005028,1000462,2021-07-28,2009
2005029,1001994,2021-07-28,2011
2005030,1000095,2021-07-29,2015
2005031,1000616,2021-07-29,2015
2005034,1001913,2021-07-29,2013
2005035,1002025,2021-07-29,2003
2005036,1002028,2021-07-29,2001
2005037,1000355,2021-07-30,2015
2005038,1002066,2021-07-30,2013
2005039,1002070,2021-07-30,2012
2005040,1002139,2021-07-30,2009
2005041,1000129,2021-07-31,2010
2005042,1000281,2021-07-31,2009
2005043,1000356,2021-07-31,2015
2005044,1000396,2021-07-31,2015
2005045,1000397,2021-07-31,2015
2005046,1000465,2021-07-31,2009
2005047,1001912,2021-07-31,2011
2005048,1001959,2021-07-31,2001
2005049,1002029,2021-07-31,2001
2005050,1002106,2021-07-31,2002
2005051,1002286,2021-07-31,2011
2005052,1000134,2021-08-01,2010
2005053,1000286,2021-08-01,2009
2005054,1000432,2021-08-01,2009
2005055,1000461,2021-08-01,2009
2005056,1000617,2021-08-01,2008
2005058,1002022,2021-08-01,2003
2005059,1002245,2021-08-01,2011
2005060,1000238,2021-08-02,2010
2005062,1002138,2021-08-02,2015
2005063,1002248,2021-08-02,2011
2005064,1000284,2021-08-03,2014
2005065,1000459,2021-08-03,2015
2005067,1001917,2021-08-03,2011
2005068,1000464,2021-08-04,2009
2005069,1000502,2021-08-04,2008
2005070,1000545,2021-08-04,2015
2005071,1000577,2021-08-04,2015
2005072,1000615,2021-08-04,2008
2005074,1002243,2021-08-04,2011
2005075,1000460,2021-08-05,2009
2005076,1000507,2021-08-05,2008
2005077,1000570,2021-08-05,2015
2005079,1001915,2021-08-05,2013
2005080,1001953,2021-08-05,2010
2005081,1002244,2021-08-05,2011
2005082,1002246,2021-08-05,2011
2005083,1000211,2021-08-06,2010
2005084,1000348,2021-08-06,2015
2005085,1000353,2021-08-06,2015
2005086,1000434,2021-08-06,2015
2005087,1002021,2021-08-06,2003
2005088,1002026,2021-08-06,2007
2005089,1000096,2021-08-07,2009
2005090,1000130,2021-08-07,2010
2005091,1000131,2021-08-07,2015
2005092,1000132,2021-08-07,2009
2005093,1000282,2021-08-07,2009
2005094,1000505,2021-08-07,2013
2005095,1002107,2021-08-07,2002
2005096,1000100,2021-08-08,2010
2005097,1000394,2021-08-08,2015
2005098,1000395,2021-08-08,2015
2005099,1000463,2021-08-08,2009
2005100,1000613,2021-08-08,2008
2005101,1000210,2021-08-09,2010
2005102,1000240,2021-08-09,2010
2005103,1000243,2021-08-09,2010
2005104,1001914,2021-08-09,2013
2005105,1002219,2021-08-09,2002
2005106,1000569,2021-08-10,2015
2005107,1000571,2021-08-10,2015
2005108,1002242,2021-08-10,2011
2005109,1000503,2021-08-11,2008
2005110,1000213,2021-08-12,2015
2005111,1000242,2021-08-12,2015
2005112,1000324,2021-08-12,2015
2005114,1001955,2021-08-12,2010
2005115,1000126,2021-08-13,2013
2005116,1000169,2021-08-13,2015
2005117,1000212,2021-08-13,2010
2005118,1000239,2021-08-13,2010
2005119,1000614,2021-08-13,2008
2005122,1000351,2021-08-14,2015
2005123,1002176,2021-08-14,2001
2005124,1002175,2021-08-15,2006
2005125,1000392,2021-08-16,2015
2005126,1000393,2021-08-16,2015
2005127,1001954,2021-08-16,2010
2005128,1002108,2021-08-16,2011
2005129,1002220,2021-08-16,2002
2005130,1001910,2021-08-17,2002
2005131,1002105,2021-08-17,2001
2005132,1002129,2021-08-17,2002
2005133,1000099,2021-08-18,2010
2005134,1000280,2021-08-18,2009
2005135,1000321,2021-08-18,2015
2005140,1002020,2021-08-18,2001
2005141,1002064,2021-08-18,2005
2005142,1002240,2021-08-18,2011
2005143,1000098,2021-08-19,2010
2005144,1000128,2021-08-19,2010
2005145,1000572,2021-08-19,2015
2005146,1002128,2021-08-19,2002
2005147,1002216,2021-08-19,2001
2005149,1000433,2021-08-21,2009
2005151,1001909,2021-08-21,2002
2005152,1002217,2021-08-21,2006
2005153,1002221,2021-08-21,2008
2005155,1002131,2021-08-22,2007
2005156,1002133,2021-08-22,2001
2005157,1000349,2021-08-23,2015
2005158,1000544,2021-08-23,2015
2005160,1002023,2021-08-23,2008
2005161,1002132,2021-08-23,2006
2005162,1000101,2021-08-24,2010
2005163,1000350,2021-08-24,2015
2005164,1000391,2021-08-24,2015
2005166,1001998,2021-08-25,2008
2005167,1002109,2021-08-25,2012
2005169,1001995,2021-08-26,2008
2005170,1002222,2021-08-26,2008
2005171,1002238,2021-08-26,2011
2005172,1000237,2021-08-27,2015
2005173,1000323,2021-08-27,2015
2005174,1000322,2021-08-28,2015
2005176,1001911,2021-08-28,2002
2005177,1000127,2021-08-29,2010
2005178,1000236,2021-08-29,2010
2005180,1002112,2021-08-29,2012
2005181,1002218,2021-08-29,2001
2005182,1000347,2021-08-30,2015
2005184,1001996,2021-08-30,2008
2005185,1001999,2021-08-30,2008
2005186,1000458,2021-08-31,2015
2005187,1001905,2021-09-01,2001
2005188,1000102,2021-09-02,2015
2005190,1002016,2021-09-03,2013
2005191,1002236,2021-09-03,2011
2005192,1000125,2021-09-04,2009
2005193,1001997,2021-09-04,2008
2005194,1002000,2021-09-04,2008
2005195,1001904,2021-09-05,2001
2005196,1002019,2021-09-05,2002
2005197,1002130,2021-09-05,2001
2005198,1002241,2021-09-05,2011
2005199,1002124,2021-09-06,2008
2005202,1002014,2021-09-07,2002
2005204,1002001,2021-09-09,2008
2005205,1002018,2021-09-09,2002
2005206,1001908,2021-09-10,2002
2005208,1001907,2021-09-11,2011
2005209,1002013,2021-09-11,2002
2005210,1002110,2021-09-11,2015
2005211,1002234,2021-09-11,2011
2005214,1001906,2021-09-12,2001
2005215,1002017,2021-09-12,2010
2005216,1002113,2021-09-12,2008
2005217,1002239,2021-09-13,2011
2005219,1002002,2021-09-14,2008
2005221,1002233,2021-09-15,2011
2005223,1002111,2021-09-17,2009
2005224,1002127,2021-09-17,2001
2005225,1001900,2021-09-18,2010
2005226,1002015,2021-09-18,2002
2005227,1002126,2021-09-18,2006
2005228,1002562,2021-09-18,2001
2005229,1002003,2021-09-19,2008
2005230,1002114,2021-09-19,2003
2005231,1002232,2021-09-19,2011
2005233,1002601,2021-09-20,2001
2005234,1001894,2021-09-21,2013
2005235,1002237,2021-09-21,2011
2005236,1001899,2021-09-22,2010
2005237,1002563,2021-09-22,2001
2005240,1002223,2021-09-23,2001
2005241,1002603,2021-09-23,2014
2005243,1002568,2021-09-24,2011
2005244,1002644,2021-09-24,2001
2005246,1001903,2021-09-25,2001
2005247,1002117,2021-09-25,2002
2005248,1002125,2021-09-25,2001
2005249,1002224,2021-09-25,2006
2005252,1001895,2021-09-26,2013
2005253,1002115,2021-09-26,2013
2005254,1001902,2021-09-27,2011
2005255,1002119,2021-09-27,2015
2005256,1002564,2021-09-27,2010
2005257,1002610,2021-09-27,2001
2005258,1002640,2021-09-27,2007
2005259,1002646,2021-09-27,2014
2005261,1001901,2021-09-29,2010
2005262,1002235,2021-09-29,2011
2005263,1002641,2021-09-29,2002
2005264,1002009,2021-09-30,2011
2005265,1002012,2021-09-30,2002
2005266,1002120,2021-10-01,2002
2005267,1002573,2021-10-01,2001
2005268,1002611,2021-10-01,2001
2005269,1002653,2021-10-01,2001
2005271,1002565,2021-10-02,2011
2005272,1002604,2021-10-02,2001
2005273,1002225,2021-10-03,2001
2005274,1002616,2021-10-03,2011
2005275,1002642,2021-10-03,2012
2005276,1002011,2021-10-04,2002
2005277,1002569,2021-10-04,2007
2005278,1002575,2021-10-04,2014
2005279,1002654,2021-10-05,2001
2005280,1002008,2021-10-06,2011
2005281,1002122,2021-10-06,2015
2005282,1002230,2021-10-06,2011
2005283,1002560,2021-10-06,2005
2005284,1002570,2021-10-06,2002
2005285,1002612,2021-10-06,2010
2005286,1002647,2021-10-06,2001
2005288,1002123,2021-10-07,2015
2005289,1002659,2021-10-07,2011
2005291,1002007,2021-10-08,2011
2005292,1002010,2021-10-08,2002
2005293,1002226,2021-10-08,2001
2005294,1002229,2021-10-08,2011
2005295,1002580,2021-10-08,2007
2005296,1002607,2021-10-08,2006
2005298,1002004,2021-10-09,2008
2005299,1002121,2021-10-09,2006
2005300,1002227,2021-10-10,2006
2005301,1002561,2021-10-10,2010
2005302,1002571,2021-10-10,2012
2005303,1002602,2021-10-10,2005
2005304,1002621,2021-10-10,2001
2005305,1002655,2021-10-10,2010
2005306,1002613,2021-10-11,2011
2005308,1001898,2021-10-12,2010
2005309,1002650,2021-10-12,2006
2005310,1002576,2021-10-13,2001
2005311,1002585,2021-10-13,2001
2005312,1002617,2021-10-13,2007
2005313,1002623,2021-10-13,2014
2005314,1002005,2021-10-14,2008
2005315,1002645,2021-10-14,2005
2005316,1002664,2021-10-14,2001
2005318,1002231,2021-10-15,2011
2005319,1002566,2021-10-15,2014
