mem_no,gender,age,addr,join_date
1001360,man,50,Incheon,2020-03-21
1001361,women,30,Jeju,2020-03-21
1001362,man,50,Incheon,2020-03-21
1001363,women,30,Jeju,2020-03-21
1001364,man,55,Incheon,2020-03-21
1001365,women,30,Daegu,2020-03-20
1001366,women,30,Daegu,2020-03-20
1001367,women,30,Daegu,2020-03-20
1001368,man,23,Daejeon,2020-03-19
1001369,man,68,Gwangju,2020-03-19
1001370,man,40,Daejeon,2020-03-19
1001371,man,69,Gwangju,2020-03-19
1001372,man,48,Daejeon,2020-03-19
1001373,man,60,Gwangju,2020-03-19
1001374,man,49,Daejeon,2020-03-19
1001375,man,60,Gwangju,2020-03-19
1001376,man,43,Daejeon,2020-03-19
1001377,man,65,Gwangju,2020-03-19
1001378,man,24,Daejeon,2020-03-19
1001379,man,20,Daejeon,2020-03-19
1001380,women,55,Incheon,2020-03-16
1001381,women,50,Incheon,2020-03-16
1001382,women,58,Incheon,2020-03-16
1001383,women,66,Incheon,2020-03-15
1001384,women,42,Jeju,2020-03-15
1001385,women,64,Incheon,2020-03-15
1001386,women,41,Jeju,2020-03-15
1001387,women,64,Incheon,2020-03-15
1001388,women,40,Jeju,2020-03-15
1001389,women,63,Incheon,2020-03-15
1001390,women,40,Jeju,2020-03-15
1001391,women,62,Incheon,2020-03-15
1001392,women,30,Gyeonggi,2020-03-11
1001393,women,59,Incheon,2020-03-11
1001394,man,61,Incheon,2020-03-11
1001395,man,44,Daejeon,2020-03-11
1001396,man,60,Incheon,2020-03-11
1001397,man,44,Daejeon,2020-03-11
1001398,man,60,Incheon,2020-03-11
1001399,man,40,Daejeon,2020-03-11
1001400,man,65,Incheon,2020-03-11
1001401,man,48,Daejeon,2020-03-11
1001402,man,66,Incheon,2020-03-11
1001403,women,33,Gyeonggi,2020-03-11
1001404,women,50,Incheon,2020-03-11
1001405,women,33,Gyeonggi,2020-03-11
1001406,women,50,Incheon,2020-03-11
1001407,women,60,Incheon,2020-03-07
1001408,women,22,Daegu,2020-03-07
1001409,women,68,Incheon,2020-03-07
1001410,women,22,Daegu,2020-03-07
1001411,women,69,Incheon,2020-03-07
1001412,women,22,Daegu,2020-03-07
1001413,women,60,Incheon,2020-03-07
1001414,women,22,Daegu,2020-03-07
1001415,women,60,Incheon,2020-03-07
1001416,man,50,Gwangju,2020-03-06
1001417,man,50,Gwangju,2020-03-06
1001418,man,50,Gwangju,2020-03-06
1001419,women,21,Jeju,2020-03-04
1001420,women,28,Jeju,2020-03-04
1001421,women,29,Jeju,2020-03-04
1001422,man,49,Daejeon,2020-03-03
1001423,women,60,Seoul,2020-03-03
1001424,women,22,Gwangju,2020-03-03
1001425,women,60,Seoul,2020-03-03
1001426,women,22,Gwangju,2020-03-03
1001427,women,60,Seoul,2020-03-03
1001428,women,22,Gwangju,2020-03-03
1001429,women,60,Seoul,2020-03-03
1001430,women,21,Gwangju,2020-03-03
1001431,women,64,Seoul,2020-03-03
1001432,man,40,Daejeon,2020-03-03
1001433,man,40,Daejeon,2020-03-03
1001434,man,40,Busan,2020-03-02
1001435,man,40,Busan,2020-03-02
1001436,man,40,Busan,2020-03-02
1001437,man,40,Gangwon,2020-03-01
1001438,women,50,Daegu,2020-03-01
1001439,man,44,Gangwon,2020-03-01
1001440,women,54,Daegu,2020-03-01
1001441,man,44,Gangwon,2020-03-01
1001442,women,54,Daegu,2020-03-01
1001443,women,43,Gyeonggi,2020-02-28
1001444,women,42,Gyeonggi,2020-02-28
1001445,women,41,Gyeonggi,2020-02-28
1001446,women,40,Seoul,2020-02-27
1001447,man,64,Gyeonggi,2020-02-27
1001448,man,33,Incheon,2020-02-27
1001449,man,63,Gyeonggi,2020-02-27
1001450,man,32,Incheon,2020-02-27
1001451,man,62,Gyeonggi,2020-02-27
1001452,man,31,Incheon,2020-02-27
1001453,man,61,Gyeonggi,2020-02-27
1001454,man,30,Incheon,2020-02-27
1001455,man,60,Gyeonggi,2020-02-27
1001456,women,40,Seoul,2020-02-27
1001457,women,44,Seoul,2020-02-27
1001458,women,53,Daejeon,2020-02-24
1001459,man,52,Daejeon,2020-02-24
1001460,women,51,Daejeon,2020-02-24
1001461,man,50,Daejeon,2020-02-24
1001462,women,50,Daejeon,2020-02-24
1001463,man,55,Daejeon,2020-02-24
1001464,man,60,Seoul,2020-02-23
1001465,man,30,Incheon,2020-02-23
1001466,man,65,Seoul,2020-02-23
1001467,man,33,Incheon,2020-02-23
1001468,man,66,Seoul,2020-02-23
1001469,man,33,Incheon,2020-02-23
1001470,man,60,Seoul,2020-02-23
1001471,man,30,Incheon,2020-02-23
1001472,man,68,Seoul,2020-02-23
1001473,man,55,Daejeon,2020-02-22
1001474,man,50,Daejeon,2020-02-22
1001475,man,58,Daejeon,2020-02-22
1001476,women,44,Gangwon,2020-02-20
1001477,women,40,Gangwon,2020-02-20
1001478,women,48,Gangwon,2020-02-20
1001479,man,59,Jeju,2020-02-19
1001480,man,69,Seoul,2020-02-19
1001481,man,38,Incheon,2020-02-19
1001482,man,60,Seoul,2020-02-19
1001483,man,39,Incheon,2020-02-19
1001484,man,60,Seoul,2020-02-19
1001485,man,30,Incheon,2020-02-19
1001486,man,60,Seoul,2020-02-19
1001487,man,30,Incheon,2020-02-19
1001488,man,60,Seoul,2020-02-19
1001489,man,50,Jeju,2020-02-19
1001490,man,50,Jeju,2020-02-19
1001491,man,49,Seoul,2020-02-18
1001492,man,40,Seoul,2020-02-18
1001493,man,40,Seoul,2020-02-18
1001494,man,33,Gyeonggi,2020-02-16
1001495,man,33,Gyeonggi,2020-02-16
1001496,man,33,Gyeonggi,2020-02-16
1001497,women,60,Gyeonggi,2020-02-15
1001498,women,33,Seoul,2020-02-15
1001499,women,60,Gyeonggi,2020-02-15
1001500,women,33,Seoul,2020-02-15
1001501,women,60,Gyeonggi,2020-02-15
1001502,women,32,Seoul,2020-02-15
1001503,women,60,Gyeonggi,2020-02-15
1001504,women,31,Seoul,2020-02-15
1001505,women,64,Gyeonggi,2020-02-15
1001506,man,30,Incheon,2020-02-14
1001507,man,50,Daegu,2020-02-14
1001508,man,30,Incheon,2020-02-14
1001509,man,50,Daegu,2020-02-14
1001510,man,33,Incheon,2020-02-14
1001511,man,50,Daegu,2020-02-14
1001512,women,20,Incheon,2020-02-12
1001513,man,44,Seoul,2020-02-12
1001514,women,20,Incheon,2020-02-12
1001515,man,44,Seoul,2020-02-12
1001516,women,22,Incheon,2020-02-12
1001517,man,44,Seoul,2020-02-12
1001518,women,50,Gyeonggi,2020-02-11
1001519,women,50,Gyeonggi,2020-02-11
1001520,women,50,Gyeonggi,2020-02-11
1001521,man,54,Seoul,2020-02-10
1001522,man,54,Seoul,2020-02-10
1001523,man,53,Seoul,2020-02-10
1001524,man,52,Incheon,2020-02-09
1001525,women,33,Seoul,2020-02-09
1001526,women,51,Daejeon,2020-02-09
1001527,man,50,Incheon,2020-02-09
1001528,women,30,Seoul,2020-02-09
1001529,women,50,Daejeon,2020-02-09
1001530,man,55,Incheon,2020-02-09
1001531,women,38,Seoul,2020-02-09
1001532,women,55,Daejeon,2020-02-09
1001533,man,50,Incheon,2020-02-08
1001534,man,58,Incheon,2020-02-08
1001535,man,59,Incheon,2020-02-08
1001536,women,54,Incheon,2020-02-07
1001537,women,54,Incheon,2020-02-07
1001538,women,53,Incheon,2020-02-07
1001539,women,52,Gwangju,2020-02-06
1001540,women,51,Gwangju,2020-02-06
1001541,women,50,Gwangju,2020-02-06
1001542,man,50,Daegu,2020-02-05
1001543,man,55,Daegu,2020-02-05
1001544,man,55,Daegu,2020-02-05
1001545,women,50,Jeju,2020-02-04
1001546,women,58,Jeju,2020-02-04
1001547,women,59,Jeju,2020-02-04
1001548,man,50,Jeju,2020-02-03
1001549,man,50,Jeju,2020-02-03
1001550,man,50,Jeju,2020-02-03
1001551,man,50,Busan,2020-02-01
1001552,man,50,Busan,2020-02-01
1001553,man,54,Busan,2020-02-01
1001554,women,44,Gyeonggi,2020-01-30
1001555,man,43,Daejeon,2020-01-30
1001556,women,42,Gyeonggi,2020-01-30
1001557,man,41,Daejeon,2020-01-30
1001558,women,40,Gyeonggi,2020-01-30
1001559,man,40,Daejeon,2020-01-30
1001560,women,39,Seoul,2020-01-28
1001561,women,30,Seoul,2020-01-28
1001562,women,30,Seoul,2020-01-28
1001563,man,30,Seoul,2020-01-26
1001564,man,30,Seoul,2020-01-26
1001565,man,30,Seoul,2020-01-26
1001566,women,44,Busan,2020-01-25
1001567,women,44,Busan,2020-01-25
1001568,women,40,Busan,2020-01-25
1001569,women,30,Incheon,2020-01-24
1001570,women,33,Incheon,2020-01-24
1001571,women,38,Incheon,2020-01-24
1001572,man,22,Gwangju,2020-01-22
1001573,man,20,Gwangju,2020-01-22
1001574,man,28,Gwangju,2020-01-22
1001575,man,48,Gangwon,2020-01-20
1001576,man,48,Gangwon,2020-01-20
1001577,man,49,Gangwon,2020-01-20
1001578,man,39,Gyeonggi,2020-01-15
1001579,man,33,Gyeonggi,2020-01-15
1001580,man,33,Gyeonggi,2020-01-15
1001581,man,32,Seoul,2020-01-10
1001582,man,31,Seoul,2020-01-10
1001583,man,30,Seoul,2020-01-10
1001894,man,20,Incheon,2021-09-17
1001895,man,38,Incheon,2021-09-22
1001896,women,39,Gwangju,2021-09-27
1001897,man,30,Incheon,2021-09-23
1001898,women,30,Incheon,2021-09-19
1001899,women,33,Incheon,2021-09-15
1001900,man,40,Seoul,2021-09-11
1001901,man,40,Gyeonggi,2021-09-07
1001902,man,44,Seoul,2021-09-03
1001903,women,54,Seoul,2021-08-30
1001904,man,54,Gyeonggi,2021-08-26
1001905,women,51,Gangwon,2021-08-22
1001906,women,51,Busan,2021-08-18
1001907,man,52,Daejeon,2021-08-14
1001908,man,50,Jeju,2021-08-10
1001909,man,50,Daejeon,2021-08-06
1001910,women,50,Daegu,2021-08-02
1001911,man,50,Gwangju,2021-07-29
1001912,women,50,Incheon,2021-07-25
1001913,women,50,Incheon,2021-07-21
1001914,man,44,Incheon,2021-07-17
1001915,man,43,Seoul,2021-07-13
1001916,man,42,Gyeonggi,2021-07-09
1001917,women,41,Seoul,2021-07-05
1001918,man,40,Seoul,2021-07-01
1001919,women,40,Gyeonggi,2021-06-27
1001920,women,22,Gangwon,2021-06-23
1001921,man,22,Busan,2021-06-19
1001922,man,33,Daejeon,2021-06-15
1001923,man,30,Jeju,2021-06-11
1001924,women,38,Daejeon,2021-06-07
1001925,man,39,Daegu,2021-06-03
1001926,women,33,Jeju,2021-05-30
1001927,women,44,Daejeon,2021-05-26
1001928,man,44,Daegu,2021-05-22
1001929,man,40,Gwangju,2021-05-18
1001930,man,52,Incheon,2021-05-14
1001931,women,54,Incheon,2021-05-10
1001932,man,54,Incheon,2021-05-06
1001933,women,51,Gwangju,2021-05-02
1001934,women,51,Incheon,2021-04-28
1001935,man,52,Incheon,2021-04-24
1001936,man,50,Incheon,2021-04-20
1001937,man,50,Seoul,2021-04-16
1001938,women,50,Gyeonggi,2021-04-12
1001939,man,50,Seoul,2021-04-08
1001940,women,50,Seoul,2021-04-04
1001941,women,48,Gyeonggi,2021-03-31
1001942,man,49,Gangwon,2021-03-27
1001943,man,40,Busan,2021-03-23
1001944,man,40,Daejeon,2021-03-19
1001945,women,44,Jeju,2021-03-15
1001946,man,44,Daejeon,2021-03-11
1001947,women,20,Daegu,2021-03-07
1001948,women,28,Gwangju,2021-03-03
1001949,man,32,Incheon,2021-02-27
1001950,man,31,Incheon,2021-02-23
1001951,man,30,Incheon,2021-02-19
1001952,women,30,Seoul,2021-02-15
1001953,women,60,Gyeonggi,2021-07-25
1001954,women,60,Seoul,2021-07-21
1001955,man,60,Seoul,2021-07-17
1001956,man,60,Gyeonggi,2021-07-13
1001957,man,62,Gangwon,2021-07-09
1001958,women,64,Busan,2021-07-05
1001959,man,64,Daejeon,2021-07-01
1001960,women,61,Jeju,2021-06-27
1001961,women,61,Daejeon,2021-06-23
1001962,man,62,Daegu,2021-06-19
1001963,man,60,Jeju,2021-06-15
1001964,man,60,Daejeon,2021-06-11
1001965,women,60,Daegu,2021-06-07
1001966,man,60,Gwangju,2021-06-03
1001967,women,62,Incheon,2021-05-30
1001968,women,64,Incheon,2021-05-26
1001969,man,64,Incheon,2021-05-22
1001970,man,61,Gwangju,2021-05-18
1001971,man,61,Incheon,2021-05-14
1001972,women,62,Incheon,2021-05-10
1001973,man,60,Incheon,2021-05-06
1001974,women,60,Seoul,2021-05-02
1001975,women,60,Gyeonggi,2021-04-28
1001976,man,60,Seoul,2021-04-24
1001977,man,60,Seoul,2021-04-20
1001978,man,60,Gyeonggi,2021-04-16
1001979,women,60,Gangwon,2021-04-12
1001980,man,60,Busan,2021-04-08
1001981,women,60,Daejeon,2021-04-04
1001982,women,62,Jeju,2021-03-31
1001983,man,64,Daejeon,2021-03-27
1001984,man,64,Daegu,2021-03-23
1001985,man,61,Gwangju,2021-03-19
1001986,women,61,Incheon,2021-03-15
1001987,man,62,Incheon,2021-03-11
1001988,women,60,Incheon,2021-03-07
1001989,women,60,Seoul,2021-03-03
1001990,man,60,Gyeonggi,2021-02-27
1001991,man,60,Seoul,2021-02-23
1001992,man,60,Seoul,2021-02-19
1001993,women,60,Gyeonggi,2021-02-15
1001994,man,50,Gangwon,2021-07-24
1001995,women,50,Busan,2021-07-29
1001996,women,50,Daejeon,2021-08-03
1001997,man,50,Jeju,2021-08-08
1001998,man,40,Daejeon,2021-08-13
1001999,man,48,Daegu,2021-08-18
1002000,women,49,Jeju,2021-08-23
1002001,man,43,Daejeon,2021-08-28
1002002,women,42,Daegu,2021-09-02
1002003,women,41,Gwangju,2021-09-07
1002004,man,29,Incheon,2021-09-12
1002005,man,20,Incheon,2021-09-17
1002006,man,33,Incheon,2021-09-22
1002007,women,33,Gwangju,2021-09-27
1002008,man,30,Incheon,2021-09-23
1002009,women,38,Incheon,2021-09-19
1002010,women,39,Incheon,2021-09-15
1002011,man,40,Seoul,2021-09-11
1002012,man,40,Gyeonggi,2021-09-07
1002013,man,44,Seoul,2021-09-03
1002014,women,50,Seoul,2021-08-30
1002015,man,50,Gyeonggi,2021-08-26
1002016,women,50,Gangwon,2021-08-22
1002017,women,50,Busan,2021-08-18
1002018,man,50,Daejeon,2021-08-14
1002019,man,50,Jeju,2021-08-10
1002020,man,50,Daejeon,2021-08-06
1002021,women,50,Daegu,2021-08-02
1002022,man,52,Gwangju,2021-07-29
1002023,women,54,Incheon,2021-07-25
1002024,women,54,Incheon,2021-07-21
1002025,man,44,Incheon,2021-07-17
1002026,man,40,Seoul,2021-07-13
1002027,man,48,Gyeonggi,2021-07-09
1002028,women,49,Seoul,2021-07-05
1002029,man,40,Seoul,2021-07-01
1002030,women,40,Gyeonggi,2021-06-27
1002031,women,20,Gangwon,2021-06-23
1002032,man,20,Busan,2021-06-19
1002033,man,30,Daejeon,2021-06-15
1002034,man,30,Jeju,2021-06-11
1002035,women,30,Daejeon,2021-06-07
1002036,man,30,Daegu,2021-06-03
1002037,women,30,Jeju,2021-05-30
1002038,women,40,Daejeon,2021-05-26
1002039,man,40,Daegu,2021-05-22
1002040,man,40,Gwangju,2021-05-18
1002041,man,51,Incheon,2021-05-14
1002042,women,51,Incheon,2021-05-10
1002043,man,52,Incheon,2021-05-06
1002044,women,50,Gwangju,2021-05-02
1002045,women,52,Incheon,2021-04-28
1002046,man,54,Incheon,2021-04-24
1002047,man,54,Incheon,2021-04-20
1002048,man,51,Seoul,2021-04-16
1002049,women,51,Gyeonggi,2021-04-12
1002050,man,52,Seoul,2021-04-08
1002051,women,54,Seoul,2021-04-04
1002052,women,40,Gyeonggi,2021-03-31
1002053,man,44,Gangwon,2021-03-27
1002054,man,44,Busan,2021-03-23
1002055,man,43,Daejeon,2021-03-19
1002056,women,42,Jeju,2021-03-15
1002057,man,41,Daejeon,2021-03-11
1002058,women,20,Daegu,2021-03-07
1002059,women,20,Gwangju,2021-03-03
1002060,man,30,Incheon,2021-02-27
1002061,man,33,Incheon,2021-02-23
1002062,man,33,Incheon,2021-02-19
1002063,women,33,Seoul,2021-02-15
1002064,women,60,Gyeonggi,2021-07-25
1002065,women,60,Seoul,2021-07-21
1002066,man,60,Seoul,2021-07-17
1002067,man,60,Gyeonggi,2021-07-13
1002068,man,60,Gangwon,2021-07-09
1002069,women,60,Busan,2021-07-05
1002070,man,60,Daejeon,2021-07-01
1002071,women,60,Jeju,2021-06-27
1002072,women,60,Daejeon,2021-06-23
1002073,man,62,Daegu,2021-06-19
1002074,man,64,Jeju,2021-06-15
1002075,man,64,Daejeon,2021-06-11
1002076,women,61,Daegu,2021-06-07
1002077,man,61,Gwangju,2021-06-03
1002078,women,62,Incheon,2021-05-30
1002079,women,60,Incheon,2021-05-26
1002080,man,60,Incheon,2021-05-22
1002081,man,60,Gwangju,2021-05-18
1002082,man,60,Incheon,2021-05-14
1002083,women,60,Incheon,2021-05-10
1002084,man,60,Incheon,2021-05-06
1002085,women,62,Seoul,2021-05-02
1002086,women,64,Gyeonggi,2021-04-28
1002087,man,64,Seoul,2021-04-24
1002088,man,61,Seoul,2021-04-20
1002089,man,61,Gyeonggi,2021-04-16
1002090,women,62,Gangwon,2021-04-12
1002091,man,60,Busan,2021-04-08
1002092,women,60,Daejeon,2021-04-04
1002093,women,60,Jeju,2021-03-31
1002094,man,60,Daejeon,2021-03-27
1002095,man,60,Daegu,2021-03-23
1002096,man,60,Gwangju,2021-03-19
1002097,women,62,Incheon,2021-03-15
1002098,man,64,Incheon,2021-03-11
1002099,women,64,Incheon,2021-03-07
1002100,women,61,Seoul,2021-03-03
1002101,man,61,Gyeonggi,2021-02-27
1002102,man,62,Seoul,2021-02-23
1002103,man,60,Seoul,2021-02-19
1002104,women,60,Gyeonggi,2021-02-15
1002105,man,54,Gangwon,2021-07-24
1002106,women,51,Busan,2021-07-29
1002107,women,52,Daejeon,2021-08-03
1002108,man,54,Jeju,2021-08-08
1002109,man,40,Daejeon,2021-08-13
1002110,man,40,Daegu,2021-08-18
1002111,women,44,Jeju,2021-08-23
1002112,man,44,Daejeon,2021-08-28
1002113,women,40,Daegu,2021-09-02
1002114,women,48,Gwangju,2021-09-07
1002115,man,20,Incheon,2021-09-12
1002116,man,22,Incheon,2021-09-17
1002117,man,32,Incheon,2021-09-22
1002118,women,31,Gwangju,2021-09-27
1002119,man,30,Incheon,2021-09-23
1002120,women,30,Incheon,2021-09-19
1002121,women,33,Incheon,2021-09-15
1002122,man,49,Seoul,2021-09-11
1002123,man,40,Gyeonggi,2021-09-07
1002124,man,40,Seoul,2021-09-03
1002125,women,54,Seoul,2021-08-30
1002126,man,51,Gyeonggi,2021-08-26
1002127,women,51,Gangwon,2021-08-22
1002128,women,52,Busan,2021-08-18
1002129,man,50,Daejeon,2021-08-14
1002130,man,50,Jeju,2021-08-10
1002131,man,50,Daejeon,2021-08-06
1002132,women,50,Daegu,2021-08-02
1002133,man,52,Gwangju,2021-07-29
1002134,women,54,Incheon,2021-07-25
1002135,women,54,Incheon,2021-07-21
1002136,man,44,Incheon,2021-07-17
1002137,man,44,Seoul,2021-07-13
1002138,man,44,Gyeonggi,2021-07-09
1002139,women,44,Seoul,2021-07-05
1002140,man,43,Seoul,2021-07-01
1002141,women,42,Gyeonggi,2021-06-27
1002142,women,22,Gangwon,2021-06-23
1002143,man,22,Busan,2021-06-19
1002144,man,33,Daejeon,2021-06-15
1002145,man,30,Jeju,2021-06-11
1002146,women,38,Daejeon,2021-06-07
1002147,man,39,Daegu,2021-06-03
1002148,women,30,Jeju,2021-05-30
1002149,women,41,Daejeon,2021-05-26
1002150,man,40,Daegu,2021-05-22
1002151,man,40,Gwangju,2021-05-18
1002152,man,51,Incheon,2021-05-14
1002153,women,51,Incheon,2021-05-10
1002154,man,52,Incheon,2021-05-06
1002155,women,50,Gwangju,2021-05-02
1002156,women,50,Incheon,2021-04-28
1002157,man,52,Incheon,2021-04-24
1002158,man,54,Incheon,2021-04-20
1002159,man,54,Seoul,2021-04-16
1002160,women,51,Gyeonggi,2021-04-12
1002161,man,51,Seoul,2021-04-08
1002162,women,52,Seoul,2021-04-04
1002163,women,44,Gyeonggi,2021-03-31
1002164,man,44,Gangwon,2021-03-27
1002165,man,40,Busan,2021-03-23
1002166,man,48,Daejeon,2021-03-19
1002167,women,49,Jeju,2021-03-15
1002168,man,40,Daejeon,2021-03-11
1002169,women,22,Daegu,2021-03-07
1002170,women,21,Gwangju,2021-03-03
1002171,man,30,Incheon,2021-02-27
1002172,man,33,Incheon,2021-02-23
1002173,man,33,Incheon,2021-02-19
1002174,women,33,Seoul,2021-02-15
1002175,women,60,Gyeonggi,2021-07-25
1002176,women,60,Seoul,2021-07-21
1002177,man,60,Seoul,2021-07-17
1002178,man,60,Gyeonggi,2021-07-13
1002179,man,60,Gangwon,2021-07-09
1002180,women,60,Busan,2021-07-05
1002181,man,60,Daejeon,2021-07-01
1002182,women,60,Jeju,2021-06-27
1002183,women,60,Daejeon,2021-06-23
1002184,man,60,Daegu,2021-06-19
1002185,man,60,Jeju,2021-06-15
1002186,man,60,Daejeon,2021-06-11
1002187,women,60,Daegu,2021-06-07
1002188,man,60,Gwangju,2021-06-03
1002189,women,60,Incheon,2021-05-30
1002190,women,62,Incheon,2021-05-26
1002191,man,64,Incheon,2021-05-22
1002192,man,64,Gwangju,2021-05-18
1002193,man,61,Incheon,2021-05-14
1002194,women,61,Incheon,2021-05-10
1002195,man,62,Incheon,2021-05-06
1002196,women,60,Seoul,2021-05-02
1002197,women,62,Gyeonggi,2021-04-28
1002198,man,64,Seoul,2021-04-24
1002199,man,64,Seoul,2021-04-20
1002200,man,61,Gyeonggi,2021-04-16
1002201,women,61,Gangwon,2021-04-12
1002202,man,62,Busan,2021-04-08
1002203,women,64,Daejeon,2021-04-04
1002204,women,64,Jeju,2021-03-31
1002205,man,61,Daejeon,2021-03-27
1002206,man,62,Daegu,2021-03-23
1002207,man,64,Gwangju,2021-03-19
1002208,women,64,Incheon,2021-03-15
1002209,man,61,Incheon,2021-03-11
1002210,women,61,Incheon,2021-03-07
1002211,women,62,Seoul,2021-03-03
1002212,man,60,Gyeonggi,2021-02-27
1002213,man,60,Seoul,2021-02-23
1002214,man,60,Seoul,2021-02-19
1002215,women,60,Gyeonggi,2021-02-15
1002216,man,50,Gangwon,2021-07-24
1002217,women,50,Busan,2021-07-29
1002218,women,50,Daejeon,2021-08-03
1002219,man,50,Jeju,2021-08-08
1002220,man,40,Daejeon,2021-08-13
1002221,man,40,Daegu,2021-08-18
1002222,women,40,Jeju,2021-08-23
1002223,man,40,Daejeon,2021-08-28
1002224,women,40,Daegu,2021-09-02
1002225,women,44,Gwangju,2021-09-07
1002226,man,20,Incheon,2021-09-12
1002227,man,20,Incheon,2021-09-17
1002228,man,33,Incheon,2021-09-22
1002229,women,33,Gwangju,2021-09-27
1002230,man,32,Incheon,2021-09-23
1002231,women,31,Incheon,2021-09-19
1002232,women,30,Incheon,2021-09-15
1002233,man,44,Seoul,2021-09-11
1002234,man,43,Gyeonggi,2021-09-07
1002235,man,42,Seoul,2021-09-03
1002236,women,50,Seoul,2021-08-30
1002237,man,50,Gyeonggi,2021-08-26
1002238,women,52,Gangwon,2021-08-22
1002239,women,54,Busan,2021-08-18
1002240,man,54,Daejeon,2021-08-14
1002241,man,51,Jeju,2021-08-10
1002242,man,51,Daejeon,2021-08-06
1002243,women,52,Daegu,2021-08-02
1002244,man,50,Gwangju,2021-07-29
1002245,women,50,Incheon,2021-07-25
1002246,women,50,Incheon,2021-07-21
1002247,man,41,Incheon,2021-07-17
1002248,man,42,Seoul,2021-07-13
1002249,man,41,Gyeonggi,2021-07-09
1002250,women,40,Seoul,2021-07-05
1002251,man,40,Seoul,2021-07-01
1002252,women,44,Gyeonggi,2021-06-27
1002253,women,22,Gangwon,2021-06-23
1002254,man,22,Busan,2021-06-19
1002255,man,30,Daejeon,2021-06-15
1002256,man,33,Jeju,2021-06-11
1002257,women,33,Daejeon,2021-06-07
1002258,man,30,Daegu,2021-06-03
1002259,women,38,Jeju,2021-05-30
1002260,women,44,Daejeon,2021-05-26
1002261,man,40,Daegu,2021-05-22
1002262,man,48,Gwangju,2021-05-18
1002263,man,50,Incheon,2021-05-14
1002264,women,52,Incheon,2021-05-10
1002265,man,54,Incheon,2021-05-06
1002266,women,54,Gwangju,2021-05-02
1002267,women,51,Incheon,2021-04-28
1002268,man,52,Incheon,2021-04-24
1002269,man,54,Incheon,2021-04-20
1002270,man,54,Seoul,2021-04-16
1002271,women,51,Gyeonggi,2021-04-12
1002272,man,51,Seoul,2021-04-08
1002273,women,52,Seoul,2021-04-04
1002274,women,49,Gyeonggi,2021-03-31
1002275,man,40,Gangwon,2021-03-27
1002276,man,40,Busan,2021-03-23
1002277,man,48,Daejeon,2021-03-19
1002278,women,49,Jeju,2021-03-15
1002279,man,44,Daejeon,2021-03-11
1002280,women,20,Daegu,2021-03-07
1002281,women,28,Gwangju,2021-03-03
1002282,man,39,Incheon,2021-02-27
1002283,man,30,Incheon,2021-02-23
1002284,man,30,Incheon,2021-02-19
1002285,women,30,Seoul,2021-02-15
1002286,women,62,Gyeonggi,2021-07-25
1002287,women,64,Seoul,2021-07-21
1002288,man,64,Seoul,2021-07-17
1002289,man,61,Gyeonggi,2021-07-13
1002290,man,61,Gangwon,2021-07-09
1002291,women,62,Busan,2021-07-05
1002292,man,60,Daejeon,2021-07-01
1002293,women,60,Jeju,2021-06-27
1002294,women,62,Daejeon,2021-06-23
1002295,man,64,Daegu,2021-06-19
1002296,man,64,Jeju,2021-06-15
1002297,man,61,Daejeon,2021-06-11
1002298,women,61,Daegu,2021-06-07
1002299,man,62,Gwangju,2021-06-03
1002300,women,60,Incheon,2021-05-30
1002301,women,60,Incheon,2021-05-26
1002302,man,60,Incheon,2021-05-22
1002303,man,60,Gwangju,2021-05-18
1002304,man,60,Incheon,2021-05-14
1002305,women,60,Incheon,2021-05-10
1002306,man,62,Incheon,2021-05-06
1002307,women,64,Seoul,2021-05-02
1002308,women,64,Gyeonggi,2021-04-28
1002309,man,61,Seoul,2021-04-24
1002310,man,61,Seoul,2021-04-20
1002311,man,62,Gyeonggi,2021-04-16
1002312,women,60,Gangwon,2021-04-12
1002313,man,60,Busan,2021-04-08
1002314,women,60,Daejeon,2021-04-04
1002315,women,60,Jeju,2021-03-31
1002316,man,62,Daejeon,2021-03-27
1002317,man,64,Daegu,2021-03-23
1002318,man,64,Gwangju,2021-03-19
1002319,women,61,Incheon,2021-03-15
1002320,man,62,Incheon,2021-03-11
1002321,women,64,Incheon,2021-03-07
1002322,women,64,Seoul,2021-03-03
1002323,man,61,Gyeonggi,2021-02-27
1002324,man,61,Seoul,2021-02-23
1002325,man,62,Seoul,2021-02-19
1002326,women,60,Gyeonggi,2021-02-15
1002327,man,29,Gwangju,2021-01-22
1002328,women,20,Incheon,2021-02-12
1002329,women,30,Incheon,2021-01-24
1002330,man,30,Incheon,2021-02-14
1002331,man,30,Seoul,2021-01-26
1002332,man,33,Gyeonggi,2021-02-16
1002333,women,38,Seoul,2021-01-28
1002334,man,43,Seoul,2021-02-18
1002335,women,42,Gyeonggi,2021-01-30
1002336,women,41,Gangwon,2021-02-20
1002337,man,50,Busan,2021-02-01
1002338,man,50,Daejeon,2021-02-22
1002339,man,50,Jeju,2021-02-03
1002340,women,50,Daejeon,2021-02-24
1002341,man,50,Daegu,2021-02-05
1002342,women,50,Gwangju,2021-02-06
1002343,women,50,Incheon,2021-02-07
1002344,man,50,Incheon,2021-02-08
1002345,man,50,Incheon,2021-02-09
1002346,man,50,Seoul,2021-02-10
1002347,women,50,Gyeonggi,2021-02-11
1002348,man,40,Seoul,2021-02-12
1002349,women,40,Seoul,2021-02-27
